source,sheet,ID,المجال,المهارة,وصف المعيار,Assessment Question,Expected Development,Importance,Reference,معرف النشاط,اسم النشاط,العمر,المهارة المستهدفة,الهدف,وصف النشاط,الأدوات,المدة,التكرار,مستوى الصعوبة,تعليمات لولي الأمر,النتيجة المتوقعة,المرجع,معرف القاعدة,شرط التقييم,مستوى الشدة,توصية الذكاء الاصطناعي,الأنشطة المقترحة,المتابعة,الإحالة إلى أخصائي,الحقل,القيمة / الوصف,اليوم,رقم النشاط,تم التنفيذ,رقم القالب,الحالة,النص,معرف السؤال,السؤال,نوع الإجابة,الدرجة (نعم),الدرجة (لا),مرتبط بالمعيار,مرتبط بقاعدة القرار,ملاحظات
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,ASHA,R038,Score 70–84%,تأخر بسيط,شجع الطفل على وصف الأحداث والتعبير عن رأيه.,"A057,A058,A059,A060",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,ASHA,R039,Score 50–69%,تأخر متوسط,نفذ أنشطة التعبير اللفظي يوميًا.,"A057,A058,A059,A060,A061,A062",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,4.0,,,,,,,,,,"ASHA, CDC",R040,Score < 50%,تأخر ملحوظ,برنامج منزلي مكثف مع تقييم متخصص عند الحاجة.,A057-A062,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,ASHA,R041,Score ≥ 85%,طبيعي,استمر في دعم الحوار والتعاون.,"A063,A064",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,ASHA,R042,Score 70–84%,تأخر بسيط,ركز على المشاعر وحل المشكلات الاجتماعية.,"A063,A064,A065,A066",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,CDC,R043,Score 50–69%,تأخر متوسط,زد فرص اللعب التعاوني والحوار.,"A063,A064,A065,A066,A067,A068",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,4.0,,,,,,,,,,ASHA,R044,Score < 50%,تأخر ملحوظ,برنامج تفاعل اجتماعي مكثف مع إحالة إذا لزم.,A063-A068,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,4.0,,,,,,,,,,ASHA,R045,Score ≥ 85%,طبيعي,استمر في أنشطة وضوح النطق.,"A069,A070",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,4.0,,,,,,,,,,ASHA,R046,Score 70–84%,تأخر بسيط,ركز على مخارج الحروف والطلاقة.,"A069,A070,A071,A072",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,4.0,,,,,,,,,,ASHA,R047,Score 50–69%,تأخر متوسط,نفذ تدريبات النطق بصورة يومية.,"A069,A070,A071,A072,A073,A074,A075",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,4.0,,,,,,,,,,"ASHA, CDC",R048,Score < 50%,تأخر ملحوظ,يوصى ببرنامج مكثف وإحالة لأخصائي.,A069-A075,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,ASHA,R049,Score ≥ 85%,طبيعي,استمر في تنمية الفهم اللغوي من خلال القصص والنقاش.,"A076,A077",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,ASHA,R050,Score 70–84%,تأخر بسيط,ركز على الاستنتاج والتعليمات متعددة الخطوات.,"A076,A077,A078,A081",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,ASHA,R051,Score 50–69%,تأخر متوسط,نفذ أنشطة الفهم والاستنتاج بشكل يومي.,"A076,A077,A078,A079,A080,A081",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة الاستقبالية,,,,,,,,,5.0,,,,,,,,,,"ASHA, CDC",R052,Score < 50%,تأخر ملحوظ,ابدأ برنامجًا منزليًا مكثفًا مع التوصية بمراجعة أخصائي.,A076-A081,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,ASHA,R053,Score ≥ 85%,طبيعي,استمر في تشجيع السرد والوصف والتبرير.,"A082,A083",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,ASHA,R054,Score 70–84%,تأخر بسيط,ركز على التعبير بجمل كاملة وتوضيح الأسباب.,"A082,A083,A084,A085",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,ASHA,R055,Score 50–69%,تأخر متوسط,نفذ أنشطة التعبير اللفظي بصورة يومية.,"A082,A083,A084,A085,A086,A087",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,اللغة التعبيرية,,,,,,,,,5.0,,,,,,,,,,"ASHA, CDC",R056,Score < 50%,تأخر ملحوظ,برنامج منزلي مكثف مع تقييم أخصائي عند الحاجة.,A082-A087,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,ASHA,R057,Score ≥ 85%,طبيعي,استمر في دعم الحوار والتعاون.,"A088,A090",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,ASHA,R058,Score 70–84%,تأخر بسيط,ركز على التعبير عن المشاعر وحل المشكلات.,"A088,A089,A090,A091",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,CDC,R059,Score 50–69%,تأخر متوسط,زد فرص التفاعل واللعب التعاوني.,"A088,A089,A090,A091,A092,A093",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,التواصل والمهارات الاجتماعية,,,,,,,,,5.0,,,,,,,,,,ASHA,R060,Score < 50%,تأخر ملحوظ,برنامج تفاعل اجتماعي مكثف مع إحالة عند الحاجة.,A088-A093,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,5.0,,,,,,,,,,ASHA,R061,Score ≥ 85%,طبيعي,استمر في أنشطة وضوح النطق والطلاقة.,"A094,A095",إعادة التقييم بعد 3 أشهر,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,5.0,,,,,,,,,,ASHA,R062,Score 70–84%,تأخر بسيط,ركز على مخارج الحروف والطلاقة.,"A094,A095,A096,A097",إعادة التقييم بعد 4 أسابيع,لا,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,5.0,,,,,,,,,,ASHA,R063,Score 50–69%,تأخر متوسط,نفذ تدريبات النطق يوميًا مع متابعة التقدم.,"A094,A095,A096,A097,A098,A099,A100",إعادة التقييم بعد أسبوعين,يُنظر في الإحالة,,,,,,,,,,,,,,,,
KB03.xlsx,Decision_Rules,,النطق,,,,,,,,,5.0,,,,,,,,,,"ASHA, CDC",R064,Score < 50%,تأخر ملحوظ,يوصى ببرنامج مكثف وإحالة إلى أخصائي تخاطب.,A094-A100,متابعة أسبوعية,نعم,,,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,رقم التقرير,REP-0001,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اسم الطفل,اسم الطفل,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,العمر,2-5 سنوات,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تاريخ التقييم,YYYY-MM-DD,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,النتيجة العامة,طبيعي / تأخر بسيط / تأخر متوسط / تأخر ملحوظ,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,درجة اللغة الاستقبالية,90%,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,درجة اللغة التعبيرية,75%,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,درجة التواصل الاجتماعي,80%,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,درجة النطق,68%,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ملخص الذكاء الاصطناعي,ملخص آلي لنتائج الطفل,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نقاط القوة,المجالات الأعلى أداءً,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الجوانب التي تحتاج دعمًا,المهارات التي تحتاج تدريبًا,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الأنشطة المقترحة,معرفات الأنشطة من KB02,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,موعد إعادة التقييم,أسبوعان / 4 أسابيع / 3 أشهر,,,,,,,,,,,,,,
KB04.xlsx,التقرير_الأولي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الإحالة إلى أخصائي,نعم / لا,,,,,,,,,,,,,,
KB04.xlsx,الخطة_الأسبوعية,,,,,,,,,,يحدده الذكاء الاصطناعي,,,تحقيق المهارة المستهدفة,,,10-15 دقيقة,,,,,,,,,,,,,,,الأحد,A001,,,,,,,,,,,,
KB04.xlsx,الخطة_الأسبوعية,,,,,,,,,,يحدده الذكاء الاصطناعي,,,تحقيق المهارة المستهدفة,,,10-15 دقيقة,,,,,,,,,,,,,,,الاثنين,A003,,,,,,,,,,,,
KB04.xlsx,الخطة_الأسبوعية,,,,,,,,,,يحدده الذكاء الاصطناعي,,,تحقيق المهارة المستهدفة,,,10-15 دقيقة,,,,,,,,,,,,,,,الثلاثاء,A007,,,,,,,,,,,,
KB04.xlsx,الخطة_الأسبوعية,,,,,,,,,,يحدده الذكاء الاصطناعي,,,تحقيق المهارة المستهدفة,,,10-15 دقيقة,,,,,,,,,,,,,,,الأربعاء,A013,,,,,,,,,,,,
KB04.xlsx,الخطة_الأسبوعية,,,,,,,,,,يحدده الذكاء الاصطناعي,,,تحقيق المهارة المستهدفة,,,10-15 دقيقة,,,,,,,,,,,,,,,الخميس,A019,,,,,,,,,,,,
KB04.xlsx,الخطة_الأسبوعية,,,,,,,,,,يحدده الذكاء الاصطناعي,,,تحقيق المهارة المستهدفة,,,10-15 دقيقة,,,,,,,,,,,,,,,الجمعة,مراجعة,,,,,,,,,,,,
KB04.xlsx,الخطة_الأسبوعية,,,,,,,,,,يحدده الذكاء الاصطناعي,,,تحقيق المهارة المستهدفة,,,10-15 دقيقة,,,,,,,,,,,,,,,السبت,قراءة قصة,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تاريخ التقييم السابق,YYYY-MM-DD,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تاريخ التقييم الحالي,YYYY-MM-DD,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الدرجة السابقة,65%,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الدرجة الحالية,78%,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نسبة التحسن,+13%,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المجالات المتحسنة,اللغة التعبيرية,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المجالات التي تحتاج دعمًا,النطق,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تعليق الذكاء الاصطناعي,ملخص آلي للتقدم,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الأنشطة المستمرة,معرفات الأنشطة,,,,,,,,,,,,,,
KB04.xlsx,تقرير_التقدم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الهدف القادم,الهدف في التقييم القادم,,,,,,,,,,,,,,
KB04.xlsx,تقرير_الإحالة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سبب الإحالة,وجود مؤشرات على تأخر لغوي ملحوظ,,,,,,,,,,,,,,
KB04.xlsx,تقرير_الإحالة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,المجالات المتأثرة,النطق، اللغة التعبيرية,,,,,,,,,,,,,,
KB04.xlsx,تقرير_الإحالة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,درجة الشدة,ملحوظ,,,,,,,,,,,,,,
KB04.xlsx,تقرير_الإحالة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,توصية الذكاء الاصطناعي,إحالة إلى أخصائي تخاطب,,,,,,,,,,,,,,
KB04.xlsx,تقرير_الإحالة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نوع الأخصائي,أخصائي علاج النطق واللغة,,,,,,,,,,,,,,
KB04.xlsx,تقرير_الإحالة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,درجة الاستعجال,عادي / عاجل,,,,,,,,,,,,,,
KB04.xlsx,تقرير_الإحالة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,الأنشطة المنزلية المقترحة,معرفات الأنشطة من KB02,,,,,,,,,,,,,,
KB04.xlsx,قوالب_النصوص,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T001,طبيعي,أظهر التقييم أن الطفل يحقق المهارات اللغوية المتوقعة لعمره. يوصى بالاستمرار في الأنشطة اليومية وإعادة التقييم الدوري.,,,,,,,,
KB04.xlsx,قوالب_النصوص,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T002,تأخر بسيط,تشير النتائج إلى تأخر لغوي بسيط، ويوصى بالالتزام بالأنشطة المنزلية وإعادة التقييم بعد أربعة أسابيع.,,,,,,,,
KB04.xlsx,قوالب_النصوص,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T003,تأخر متوسط,تشير النتائج إلى حاجة الطفل إلى برنامج منزلي منتظم مع متابعة التقدم وإعادة التقييم بعد أسبوعين.,,,,,,,,
KB04.xlsx,قوالب_النصوص,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T004,تأخر ملحوظ,تشير النتائج إلى الحاجة إلى تقييم لدى أخصائي تخاطب مع الاستمرار في الأنشطة المنزلية.,,,,,,,,
KB04.xlsx,قوالب_النصوص,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T005,تحسن,أظهر الطفل تحسنًا مقارنة بالتقييم السابق، ويوصى بالاستمرار في الخطة الحالية.,,,,,,,,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q001,هل يستجيب الطفل عند مناداة اسمه؟,نعم / لا,1.0,0.0,RL001,R001-R004,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q002,هل ينفذ تعليمات بسيطة من خطوة واحدة؟,نعم / لا,1.0,0.0,RL002,R001-R004,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q003,هل يشير إلى أجزاء جسمه عند الطلب؟,نعم / لا,1.0,0.0,RL003,R001-R004,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q004,هل يفهم أسماء الأشياء المألوفة؟,نعم / لا,1.0,0.0,RL004,R001-R004,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q005,هل يختار اللعبة الصحيحة عند الطلب؟,نعم / لا,1.0,0.0,RL005,R001-R004,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q006,هل يستخدم 50 كلمة أو أكثر؟,نعم / لا,1.0,0.0,EL001,R005-R008,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q007,هل يجمع كلمتين في جملة بسيطة؟,نعم / لا,1.0,0.0,EL002,R005-R008,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q008,هل يسمي الأشياء المألوفة؟,نعم / لا,1.0,0.0,EL003,R005-R008,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q009,هل يطلب احتياجاته بالكلام؟,نعم / لا,1.0,0.0,EL004,R005-R008,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q010,هل يحاول تقليد كلمات جديدة؟,نعم / لا,1.0,0.0,EL005,R005-R008,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q011,هل ينظر إلى الشخص أثناء الحديث؟,نعم / لا,1.0,0.0,CS001,R009-R012,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q012,هل يشارك اللعب مع الآخرين؟,نعم / لا,1.0,0.0,CS002,R009-R012,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q013,هل يستخدم الإشارة مع الكلام؟,نعم / لا,1.0,0.0,CS003,R009-R012,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q014,هل يقلد الحركات البسيطة؟,نعم / لا,1.0,0.0,CS004,R009-R012,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q015,هل يحيّي أفراد الأسرة أو يلوح بيده؟,نعم / لا,1.0,0.0,CS005,R009-R012,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q016,هل يستطيع أفراد الأسرة فهم معظم كلامه؟,نعم / لا,1.0,0.0,SP001,R013-R016,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q017,هل يقلد أصوات الحيوانات؟,نعم / لا,1.0,0.0,SP002,R013-R016,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q018,هل يحاول نطق كلمات جديدة؟,نعم / لا,1.0,0.0,SP003,R013-R016,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q019,هل ينطق بعض الكلمات بوضوح؟,نعم / لا,1.0,0.0,SP004,R013-R016,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q020,هل يصدر أصواتًا متنوعة أثناء اللعب؟,نعم / لا,1.0,0.0,SP005,R013-R016,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q021,هل ينفذ تعليمات مكونة من خطوتين؟,نعم / لا,1.0,0.0,RL026,R017-R020,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q022,هل يفهم معظم ما يقال له في المنزل؟,نعم / لا,1.0,0.0,RL027,R017-R020,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q023,هل يرتب أحداث قصة بسيطة باستخدام الصور؟,نعم / لا,1.0,0.0,RL028,R017-R020,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q024,هل يفهم مفاهيم المكان مثل فوق وتحت؟,نعم / لا,1.0,0.0,RL029,R017-R020,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q025,هل يجيب عن أسئلة بسيطة بعد سماع قصة؟,نعم / لا,1.0,0.0,RL030,R017-R020,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q026,هل يتحدث بجمل من 3 كلمات أو أكثر؟,نعم / لا,1.0,0.0,EL026,R021-R024,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q027,هل يصف صورة بكلمات مفهومة؟,نعم / لا,1.0,0.0,EL027,R021-R024,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q028,هل يخبرك بما فعله خلال اليوم؟,نعم / لا,1.0,0.0,EL028,R021-R024,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q029,هل يجيب عن أسئلة (ماذا؟ ومن؟)؟,نعم / لا,1.0,0.0,EL029,R021-R024,
KB05.xlsx,Assessment_Questions,,اللغة التعبيرية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q030,هل يعبر عن رغباته بجمل قصيرة؟,نعم / لا,1.0,0.0,EL030,R021-R024,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q031,هل يبدأ الحديث مع الآخرين أحيانًا؟,نعم / لا,1.0,0.0,CS026,R025-R028,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q032,هل ينتظر دوره أثناء اللعب؟,نعم / لا,1.0,0.0,CS027,R025-R028,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q033,هل يشارك الألعاب مع الأطفال؟,نعم / لا,1.0,0.0,CS028,R025-R028,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q034,هل يعبّر عن مشاعره بكلمات بسيطة؟,نعم / لا,1.0,0.0,CS029,R025-R028,
KB05.xlsx,Assessment_Questions,,التواصل والمهارات الاجتماعية,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q035,هل يفهم المشاعر الأساسية مثل الفرح والحزن؟,نعم / لا,1.0,0.0,CS030,R025-R028,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q036,هل يستطيع الغرباء فهم معظم كلامه؟,نعم / لا,1.0,0.0,SP026,R029-R032,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q037,هل ينطق معظم الكلمات بوضوح؟,نعم / لا,1.0,0.0,SP027,R029-R032,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q038,هل يكرر جملًا قصيرة بوضوح؟,نعم / لا,1.0,0.0,SP028,R029-R032,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q039,هل يميز بين بعض الأصوات المختلفة؟,نعم / لا,1.0,0.0,SP029,R029-R032,
KB05.xlsx,Assessment_Questions,,النطق,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q040,هل يتحدث أثناء اللعب بجمل مفهومة؟,نعم / لا,1.0,0.0,SP030,R029-R032,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q041,هل ينفذ ثلاث تعليمات متتالية؟,نعم / لا,1.0,0.0,RL051,R033-R036,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q042,هل يفهم سبب حدوث مواقف بسيطة؟,نعم / لا,1.0,0.0,RL052,R033-R036,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q043,هل يرتب أحداث قصة قصيرة بشكل صحيح؟,نعم / لا,1.0,0.0,RL053,R033-R036,
KB05.xlsx,Assessment_Questions,,اللغة الاستقبالية,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Q044,هل يفهم مفاهيم المكان مثل بين وخلف؟,نعم / لا,1.0,0.0,RL054,R033-R036,
